300	0
301	0
302	0
303	0
304	0
305	0
306	0
307	0
308	0
309	0
310	0
311	0
312	0
313	0
314	0
315	0
316	0
317	0
318	0
319	0
320	0
321	0
322	0
323	0
324	0
325	0
326	0
327	0
328	0
329	0
330	0
331	0
332	0
333	0
334	0
335	0
336	0
337	0
338	0
339	0
340	0
341	0
342	0
343	0
344	0
345	0
346	0
347	0
348	0
349	0
350	0
351	0
352	0
353	0
354	0
355	0
356	0
357	0
358	0
359	0
360	0
361	0
362	0
363	0
364	0
365	0
366	0
367	0
368	0
369	0
370	1.239E-5
371	1.38864E-5
372	1.55573E-5
373	1.7443E-5
374	1.95838E-5
375	2.202E-5
376	2.48397E-5
377	2.80413E-5
378	3.1531E-5
379	3.52152E-5
380	3.9E-5
381	4.28264E-5
382	4.69146E-5
383	5.15896E-5
384	5.71764E-5
385	6.4E-5
386	7.23442E-5
387	8.22122E-5
388	9.35082E-5
389	1.06136E-4
390	1.2E-4
391	1.34984E-4
392	1.51492E-4
393	1.70208E-4
394	1.91816E-4
395	2.17E-4
396	2.46907E-4
397	2.8124E-4
398	3.1852E-4
399	3.57267E-4
400	3.96E-4
401	4.33715E-4
402	4.73024E-4
403	5.17876E-4
404	5.72219E-4
405	6.4E-4
406	7.2456E-4
407	8.255E-4
408	9.4116E-4
409	0.00107
410	0.00121
411	0.00136
412	0.00153
413	0.00172
414	0.00194
415	0.00218
416	0.00245
417	0.00276
418	0.00312
419	0.00353
420	0.004
421	0.00455
422	0.00516
423	0.00583
424	0.00655
425	0.0073
426	0.00809
427	0.00891
428	0.00977
429	0.01066
430	0.0116
431	0.01257
432	0.01358
433	0.01463
434	0.01572
435	0.01684
436	0.01801
437	0.01921
438	0.02045
439	0.02172
440	0.023
441	0.02429
442	0.02561
443	0.02696
444	0.02835
445	0.0298
446	0.03131
447	0.03288
448	0.03452
449	0.03623
450	0.038
451	0.03985
452	0.04177
453	0.04377
454	0.04584
455	0.048
456	0.05024
457	0.05257
458	0.05498
459	0.05746
460	0.06
461	0.0626
462	0.06528
463	0.06804
464	0.07091
465	0.0739
466	0.07702
467	0.08027
468	0.08367
469	0.08723
470	0.09098
471	0.09492
472	0.09905
473	0.10337
474	0.10788
475	0.1126
476	0.11753
477	0.12267
478	0.12799
479	0.13345
480	0.13902
481	0.14468
482	0.15047
483	0.15646
484	0.16272
485	0.1693
486	0.17624
487	0.18356
488	0.19127
489	0.19942
490	0.20802
491	0.21712
492	0.22673
493	0.23686
494	0.24748
495	0.2586
496	0.27018
497	0.28229
498	0.29505
499	0.30858
500	0.323
501	0.3384
502	0.35469
503	0.3717
504	0.38929
505	0.4073
506	0.42563
507	0.44431
508	0.46339
509	0.48294
510	0.503
511	0.52357
512	0.54451
513	0.56569
514	0.58697
515	0.6082
516	0.62935
517	0.65031
518	0.67088
519	0.69084
520	0.71
521	0.72819
522	0.74546
523	0.76197
524	0.77784
525	0.7932
526	0.80811
527	0.8225
528	0.83631
529	0.84949
530	0.862
531	0.87381
532	0.88496
533	0.89549
534	0.90544
535	0.91485
536	0.92373
537	0.93209
538	0.93992
539	0.94723
540	0.954
541	0.96026
542	0.96601
543	0.97126
544	0.97602
545	0.9803
546	0.98409
547	0.98742
548	0.99031
549	0.99281
550	0.99495
551	0.99671
552	0.9981
553	0.99911
554	0.99975
555	1
556	0.99986
557	0.9993
558	0.99833
559	0.9969
560	0.995
561	0.9926
562	0.98974
563	0.98644
564	0.98272
565	0.9786
566	0.97408
567	0.96917
568	0.96386
569	0.95813
570	0.952
571	0.94545
572	0.9385
573	0.93116
574	0.92346
575	0.9154
576	0.90701
577	0.89828
578	0.8892
579	0.87978
580	0.87
581	0.85986
582	0.84939
583	0.83862
584	0.82758
585	0.8163
586	0.80479
587	0.79308
588	0.78119
589	0.76915
590	0.757
591	0.74475
592	0.73242
593	0.72
594	0.7075
595	0.6949
596	0.68222
597	0.66947
598	0.65667
599	0.64384
600	0.631
601	0.61816
602	0.60531
603	0.59248
604	0.57964
605	0.5668
606	0.55396
607	0.54114
608	0.52835
609	0.51563
610	0.503
611	0.49047
612	0.47803
613	0.46568
614	0.4534
615	0.4412
616	0.42908
617	0.41704
618	0.40503
619	0.39303
620	0.381
621	0.36892
622	0.35683
623	0.34478
624	0.33282
625	0.321
626	0.30934
627	0.29785
628	0.28659
629	0.27562
630	0.265
631	0.25476
632	0.24489
633	0.23533
634	0.22605
635	0.217
636	0.20816
637	0.19955
638	0.19116
639	0.18297
640	0.175
641	0.16722
642	0.15965
643	0.15228
644	0.14513
645	0.1382
646	0.1315
647	0.12502
648	0.11878
649	0.11277
650	0.107
651	0.10148
652	0.09619
653	0.09112
654	0.08626
655	0.0816
656	0.07712
657	0.07283
658	0.06871
659	0.06477
660	0.061
661	0.0574
662	0.05396
663	0.05067
664	0.04755
665	0.04458
666	0.04176
667	0.03908
668	0.03656
669	0.0342
670	0.032
671	0.02996
672	0.02808
673	0.02633
674	0.02471
675	0.0232
676	0.0218
677	0.0205
678	0.01928
679	0.01812
680	0.017
681	0.0159
682	0.01484
683	0.01381
684	0.01283
685	0.01192
686	0.01107
687	0.01027
688	0.00953
689	0.00885
690	0.00821
691	0.00762
692	0.00709
693	0.00659
694	0.00614
695	0.00572
696	0.00534
697	0.005
698	0.00468
699	0.00438
700	0.0041
701	0.00384
702	0.00359
703	0.00335
704	0.00313
705	0.00293
706	0.00274
707	0.00256
708	0.00239
709	0.00224
710	0.00209
711	0.00195
712	0.00182
713	0.0017
714	0.00159
715	0.00148
716	0.00138
717	0.00129
718	0.0012
719	0.00112
720	0.00105
721	9.7659E-4
722	9.11109E-4
723	8.50133E-4
724	7.93238E-4
725	7.4E-4
726	6.90083E-4
727	6.4331E-4
728	5.99496E-4
729	5.58455E-4
730	5.2E-4
731	4.83914E-4
732	4.50053E-4
733	4.18345E-4
734	3.88718E-4
735	3.611E-4
736	3.35384E-4
737	3.1144E-4
738	2.89166E-4
739	2.68454E-4
740	2.492E-4
741	0
742	0
743	0
744	0
745	0
746	0
747	0
748	0
749	0
750	0
751	0
752	0
753	0
754	0
755	0
756	0
757	0
758	0
759	0
760	0
761	0
762	0
763	0
764	0
765	0
766	0
767	0
768	0
769	0
770	0
771	0
772	0
773	0
774	0
775	0
776	0
777	0
778	0
779	0
780	0
781	0
782	0
783	0
784	0
785	0
786	0
787	0
788	0
789	0
790	0
791	0
792	0
793	0
794	0
795	0
796	0
797	0
798	0
799	0
800	0
801	0
802	0
803	0
804	0
805	0
806	0
807	0
808	0
809	0
810	0
811	0
812	0
813	0
814	0
815	0
816	0
817	0
818	0
819	0
820	0
821	0
822	0
823	0
824	0
825	0
826	0
827	0
828	0
829	0
830	0
831	0
832	0
833	0
834	0
835	0
836	0
837	0
838	0
839	0
840	0
841	0
842	0
843	0
844	0
845	0
846	0
847	0
848	0
849	0
850	0
851	0
852	0
853	0
854	0
855	0
856	0
857	0
858	0
859	0
860	0
861	0
862	0
863	0
864	0
865	0
866	0
867	0
868	0
869	0
870	0
871	0
872	0
873	0
874	0
875	0
876	0
877	0
878	0
879	0
880	0
881	0
882	0
883	0
884	0
885	0
886	0
887	0
888	0
889	0
890	0
891	0
892	0
893	0
894	0
895	0
896	0
897	0
898	0
899	0
900	0
901	0
902	0
903	0
904	0
905	0
906	0
907	0
908	0
909	0
910	0
911	0
912	0
913	0
914	0
915	0
916	0
917	0
918	0
919	0
920	0
921	0
922	0
923	0
924	0
925	0
926	0
927	0
928	0
929	0
930	0
931	0
932	0
933	0
934	0
935	0
936	0
937	0
938	0
939	0
940	0
941	0
942	0
943	0
944	0
945	0
946	0
947	0
948	0
949	0
950	0
951	0
952	0
953	0
954	0
955	0
956	0
957	0
958	0
959	0
960	0
961	0
962	0
963	0
964	0
965	0
966	0
967	0
968	0
969	0
970	0
971	0
972	0
973	0
974	0
975	0
976	0
977	0
978	0
979	0
980	0
981	0
982	0
983	0
984	0
985	0
986	0
987	0
988	0
989	0
990	0
991	0
992	0
993	0
994	0
995	0
996	0
997	0
998	0
999	0
1000	0
